mirnaid	genesymbol
hsa-miR-4425	CTNND1
hsa-miR-4425	CTNND1
hsa-miR-4425	CTNND1
hsa-miR-4425	CTNND1
hsa-miR-4425	CTNND1
hsa-miR-4425	CTNND1
hsa-miR-4425	CTNND1
hsa-miR-4425	CTNND1
hsa-miR-4425	CTNND1
hsa-miR-4425	CTNND1
hsa-miR-4425	CTNND1
hsa-miR-4425	CTNND1
hsa-miR-4425	CTNND1
hsa-miR-4425	CTNND1
hsa-miR-4425	CTNND1
hsa-miR-4425	CTNND1
hsa-miR-4425	CTNND1
hsa-miR-4425	CTNND1
hsa-miR-4426	WEE1
hsa-miR-4427	PSD3
hsa-miR-4428	TPM3
hsa-miR-4428	TPM3
hsa-miR-4428	TPM3
hsa-miR-4428	RFX3
hsa-miR-4428	MRPS27
hsa-miR-4428	MRPS27
hsa-miR-4428	RFX3
hsa-miR-4428	TPM3
hsa-miR-4428	TPM3
hsa-miR-4428	TPM3
hsa-miR-4428	TXLNA
hsa-miR-4428	TXLNA
hsa-miR-4428	TXLNA
hsa-miR-4428	SIAH3
hsa-miR-4428	SF1
hsa-miR-4428	SF1
hsa-miR-4428	SF1
hsa-miR-4428	SF1
hsa-miR-4428	SF1
hsa-miR-4428	SF1
hsa-miR-4428	MRPS27
hsa-miR-4428	NUFIP2
hsa-miR-4428	NUFIP2
hsa-miR-4428	RFX3
hsa-miR-4428	EFNB1
hsa-miR-4428	SF1
hsa-miR-4428	MECP2
hsa-miR-4428	TPM3
hsa-miR-4428	TPM3
hsa-miR-4428	TPM3
hsa-miR-4428	MSL1
hsa-miR-4428	MSL1
hsa-miR-4428	SF1
hsa-miR-4428	SF1
hsa-miR-4428	CCND2
hsa-miR-4428	MSL1
hsa-miR-4428	TPM3
hsa-miR-4428	TPM3
hsa-miR-4428	MECP2
hsa-miR-4428	MECP2
hsa-miR-4428	SF1
hsa-miR-4428	SF1
hsa-miR-4429	GTPBP2
hsa-miR-4429	PCMTD1
hsa-miR-4429	PCMTD1
hsa-miR-4429	KLHL15
hsa-miR-4429	ARID5B
hsa-miR-4429	DCTN5
hsa-miR-4429	MAK16
hsa-miR-4429	PCMTD1
hsa-miR-4429	PCMTD1
hsa-miR-4429	MAPK1IP1L
hsa-miR-4429	FAM117B
hsa-miR-4429	C5orf51
hsa-miR-4429	SYNCRIP
hsa-miR-4429	SYNCRIP
hsa-miR-4429	SYNCRIP
hsa-miR-4429	FBXO28
hsa-miR-4429	RBPJ
hsa-miR-4429	TMEM43
hsa-miR-4429	RBPJ
hsa-miR-4429	ZBTB33
hsa-miR-4429	ARF1
hsa-miR-4429	SRSF7
hsa-miR-4429	FBXO28
hsa-miR-4429	CREBRF
hsa-miR-4429	CREBRF
hsa-miR-4429	ZBTB33
hsa-miR-4429	SRSF7
hsa-miR-4430	ORAI2
hsa-miR-4430	ORAI2
hsa-miR-4430	ORAI2
hsa-miR-4430	ORAI2
hsa-miR-4430	ZNF281
hsa-miR-4430	ZNF281
hsa-miR-4430	PLXDC2
hsa-miR-4430	SLC35E2B
hsa-miR-4430	SLC35E2B
hsa-miR-4430	SLC35E2B
hsa-miR-4430	PCSK6
hsa-miR-4430	MAP2K7
hsa-miR-4430	MAP2K7
hsa-miR-4430	FHL2
hsa-miR-4430	RNF170
hsa-miR-4430	RNF170
hsa-miR-4430	PLXDC2
hsa-miR-4430	ORAI2
hsa-miR-4430	ORAI2
hsa-miR-4430	ORAI2
hsa-miR-4430	ORAI2
hsa-miR-4430	PCSK6
hsa-miR-4430	MAP2K7
hsa-miR-4430	TSHZ2
hsa-miR-4430	TSHZ2
hsa-miR-4430	SEC14L4
hsa-miR-4430	AGO3
hsa-miR-4430	CYP20A1
hsa-miR-4430	CYP20A1
hsa-miR-4430	CYP20A1
hsa-miR-4430	CYP20A1
hsa-miR-4430	MPRIP
hsa-miR-4430	MPRIP
hsa-miR-4430	DBT
hsa-miR-4430	ST3GAL1
hsa-miR-4430	UNC13A
hsa-miR-4430	UNC13A
hsa-miR-4430	UNC13A
hsa-miR-4430	PLEKHM3
hsa-miR-4430	ST3GAL1
hsa-miR-4430	HEYL
hsa-miR-4430	MPRIP
hsa-miR-4430	SIK2
hsa-miR-4430	SIK2
hsa-miR-4430	METTL2B
hsa-miR-4430	METTL2B
hsa-miR-4430	MAVS
hsa-miR-4430	ZFP14
hsa-miR-4430	ZFP14
hsa-miR-4430	DBT
hsa-miR-4430	DBT
hsa-miR-4430	GTF2F1
hsa-miR-4430	GTF2F1
hsa-miR-4430	LYN
hsa-miR-4430	PCSK6
hsa-miR-4430	PRKCA
hsa-miR-4430	PTPN2
hsa-miR-4430	ST3GAL1
hsa-miR-4430	SNX3
hsa-miR-4430	ABL2
hsa-miR-4430	BTN3A2
hsa-miR-4430	BTN3A2
hsa-miR-4430	GALNT6
hsa-miR-4430	GALNT6
hsa-miR-4430	ABL2
hsa-miR-4430	MAFF
hsa-miR-4430	ZNF281
hsa-miR-4430	MPRIP
hsa-miR-4430	CYP20A1
hsa-miR-4430	CYP20A1
hsa-miR-4430	CYP20A1
hsa-miR-4430	CYP20A1
hsa-miR-4430	CYP20A1
hsa-miR-4430	CYP20A1
hsa-miR-4430	CYP20A1
hsa-miR-4430	CYP20A1
hsa-miR-4430	XIAP
hsa-miR-4430	XIAP
hsa-miR-4430	XIAP
hsa-miR-4430	XIAP
hsa-miR-4430	UNC13A
hsa-miR-4430	UNC13A
hsa-miR-4430	UNC13A
hsa-miR-4430	FHL2
hsa-miR-4430	SLC26A2
hsa-miR-4430	IDS
hsa-miR-4430	SLC4A1
hsa-miR-4430	TIMM50
hsa-miR-4430	TIMM50
hsa-miR-4430	TIMM50
hsa-miR-4430	RAB11FIP1
hsa-miR-4430	IBA57
hsa-miR-4430	FHL2
hsa-miR-4430	GK5
hsa-miR-4430	GK5
hsa-miR-4430	UNC13A
hsa-miR-4430	PLEKHM3
hsa-miR-4430	CUBN
hsa-miR-4430	CUBN
hsa-miR-4430	ZNF154
hsa-miR-4430	TMEM184A
hsa-miR-4430	TMEM184A
hsa-miR-4430	LYN
hsa-miR-4430	ELK1
hsa-miR-4430	ORAI2
hsa-miR-4430	ORAI2
hsa-miR-4430	ORAI2
hsa-miR-4430	ORAI2
hsa-miR-4430	ABL2
hsa-miR-4430	RNF170
hsa-miR-4430	RNF170
hsa-miR-4430	RNF170
hsa-miR-4430	RNF170
hsa-miR-4430	SEC14L4
hsa-miR-4430	MAFF
hsa-miR-4430	MAFF
hsa-miR-4430	MAFF
hsa-miR-4430	XIAP
hsa-miR-4430	XIAP
hsa-miR-4430	XIAP
hsa-miR-4430	XIAP
hsa-miR-4430	ABL2
hsa-miR-4430	ABL2
hsa-miR-4430	ABL2
hsa-miR-4430	ABL2
hsa-miR-4430	TSHZ2
hsa-miR-4430	TSHZ2
hsa-miR-4430	BTN3A2
hsa-miR-4430	BTN3A2
hsa-miR-4430	BTN3A2
hsa-miR-4430	BTN3A2
hsa-miR-4430	BTN3A2
hsa-miR-4430	BTN3A2
hsa-miR-4430	BTN3A2
hsa-miR-4430	XIAP
hsa-miR-4430	XIAP
hsa-miR-4430	XIAP
hsa-miR-4430	MAVS
hsa-miR-4434	KLF7
hsa-miR-4434	KLF7
hsa-miR-4434	KLF7
hsa-miR-4434	CMTM4
hsa-miR-4434	CMTM4
hsa-miR-4434	CMTM4
hsa-miR-4434	AHCYL2
hsa-miR-4434	KLF7
hsa-miR-4434	AHCYL2
hsa-miR-4434	AHCYL2
hsa-miR-4434	AHCYL2
hsa-miR-4436a	CMTM4
hsa-miR-4436a	CMTM4
hsa-miR-4436a	MAU2
hsa-miR-4436a	CDK2AP2
hsa-miR-4436a	MORF4L2
hsa-miR-4436a	VAV3
hsa-miR-4436a	MORF4L2
hsa-miR-4436a	URGCP-MRPS24
hsa-miR-4437	AMOTL2
hsa-miR-4437	AMOTL2
hsa-miR-4437	CPNE5
hsa-miR-4437	STEAP3
hsa-miR-4437	ZNF875
hsa-miR-4437	UBE2D2
hsa-miR-4437	STEAP3
hsa-miR-4437	CC2D1B
hsa-miR-4437	AMOTL2
hsa-miR-4437	ZNF875
hsa-miR-4437	ZNF875
hsa-miR-4437	ZNF875
hsa-miR-4437	AMOTL2
hsa-miR-4437	TRIM44
hsa-miR-4437	TRIM44
hsa-miR-4437	STEAP3
hsa-miR-4437	CPNE5
hsa-miR-4437	PLAGL2
hsa-miR-4437	MGST3
hsa-miR-4437	ZNF875
hsa-miR-4437	ZNF875
hsa-miR-4437	MEN1
hsa-miR-4437	MEN1
hsa-miR-4437	MEN1
hsa-miR-4437	MEN1
hsa-miR-4437	MEN1
hsa-miR-4437	STEAP3
hsa-miR-4437	SETD5
hsa-miR-4438	SLC43A2
hsa-miR-4438	SLC43A2
hsa-miR-4438	CXorf38
hsa-miR-4438	SLC43A2
hsa-miR-4438	CXorf38
hsa-miR-4438	LIMD1
hsa-miR-4439	CHCHD3
hsa-miR-4439	ZNF440
hsa-miR-4439	CADM2
hsa-miR-4439	FAM126B
hsa-miR-4439	ZNF701
hsa-miR-4439	CHCHD3
hsa-miR-4439	ZNF701
hsa-miR-4439	NIBAN2
hsa-miR-4439	FAM126B
hsa-miR-4439	FOXC1
hsa-miR-4439	CADM2
hsa-miR-4439	CADM2
hsa-miR-4439	ZNF701
hsa-miR-4440	NR6A1
hsa-miR-4440	NR6A1
hsa-miR-4440	NR6A1
hsa-miR-4440	NR6A1
hsa-miR-4440	NR6A1
hsa-miR-4440	NR6A1
hsa-miR-4441	SYT7
hsa-miR-4441	ERC1
hsa-miR-4441	PAX2
hsa-miR-4441	DUSP9
hsa-miR-4441	SPRYD3
hsa-miR-4441	MYO1C
hsa-miR-4441	MYO1C
hsa-miR-4441	NACC2
hsa-miR-4441	ERC1
hsa-miR-4441	ERC1
hsa-miR-4441	INAFM1
hsa-miR-4441	CES2
hsa-miR-4441	GIPC1
hsa-miR-4441	GIPC1
hsa-miR-4441	GIPC1
hsa-miR-4441	GIPC1
hsa-miR-4441	SELENON
hsa-miR-4441	RALY
hsa-miR-4441	SYT7
hsa-miR-4441	CLASP1
hsa-miR-4441	CLASP1
hsa-miR-4441	ASXL1
hsa-miR-4441	SYT7
hsa-miR-4441	ERC1
hsa-miR-4441	ERC1
hsa-miR-4441	MYO1C
hsa-miR-4441	MYO1C
hsa-miR-4441	NPTXR
hsa-miR-4441	DDN
hsa-miR-4441	CLASP1
hsa-miR-4441	CLASP1
hsa-miR-4441	ASXL1
hsa-miR-4441	ZNF444
hsa-miR-4441	ZNF444
hsa-miR-4441	ZNF444
hsa-miR-4441	LRRC59
hsa-miR-4441	ZNF471
hsa-miR-4441	SLC25A23
hsa-miR-4441	PLXNA2
hsa-miR-4441	GTF2F1
hsa-miR-4441	CCL11
hsa-miR-4441	SOAT1
hsa-miR-4441	PAX2
hsa-miR-4441	PAX2
hsa-miR-4441	PAX2
hsa-miR-4441	HGS
hsa-miR-4441	CAPN15
hsa-miR-4441	CAPN15
hsa-miR-4441	CAPN15
hsa-miR-4441	GIPC1
hsa-miR-4441	TFDP1
hsa-miR-4441	PHF21A
hsa-miR-4441	ASXL1
hsa-miR-4441	MYO1C
hsa-miR-4441	CES2
hsa-miR-4441	SYT7
hsa-miR-4441	KANK2
hsa-miR-4441	KANK2
hsa-miR-4441	DUSP9
hsa-miR-4441	PAX2
hsa-miR-4441	RPL28
hsa-miR-4441	SLC6A17
hsa-miR-4441	MYO1C
hsa-miR-4441	PHF21A
hsa-miR-4441	ECE1
hsa-miR-4441	ECE1
hsa-miR-4441	RPL28
hsa-miR-4441	CLASP1
hsa-miR-4441	CLASP1
hsa-miR-4441	CLASP1
hsa-miR-4441	PHB2
hsa-miR-4441	CLASP1
hsa-miR-4441	CLASP1
hsa-miR-4441	BZW1
hsa-miR-4441	BZW1
hsa-miR-4441	BZW1
hsa-miR-4441	SOAT1
hsa-miR-4441	SOAT1
hsa-miR-4442	MFGE8
hsa-miR-4443	TSNARE1
hsa-miR-4443	TUBB
hsa-miR-4443	TUBB
hsa-miR-4443	TUBB
hsa-miR-4443	TRIM67
hsa-miR-4443	TRIM67
hsa-miR-4443	ZNF619
hsa-miR-4443	TUBB
hsa-miR-4443	SPC24
hsa-miR-4443	TRIM67
hsa-miR-4443	TRIM67
hsa-miR-4443	TMOD2
hsa-miR-4443	CDK12
hsa-miR-4443	HIRIP3
hsa-miR-4443	PTPN14
hsa-miR-4443	TRIOBP
hsa-miR-4443	RELCH
hsa-miR-4443	RELCH
hsa-miR-4443	TRIM67
hsa-miR-4443	TRIM67
hsa-miR-4443	TRIOBP
hsa-miR-4443	TMOD2
hsa-miR-4443	CASTOR2
hsa-miR-4443	ZNF619
hsa-miR-4443	ZNF619
hsa-miR-4443	ZNF619
hsa-miR-4443	ZNF619
hsa-miR-4443	PEG10
hsa-miR-4447	UBE2V1
hsa-miR-4447	UBE2V1
hsa-miR-4447	ELN
hsa-miR-4447	ELN
hsa-miR-4447	ELN
hsa-miR-4447	ELN
hsa-miR-4447	ELN
hsa-miR-4447	ELN
hsa-miR-4447	SUV39H1
hsa-miR-4447	UBE2V1
hsa-miR-4447	UBE2V1
hsa-miR-4447	FOSL1
hsa-miR-4447	RAB15
hsa-miR-4447	SCRT1
hsa-miR-4447	DDX39B
hsa-miR-4447	STOML3
hsa-miR-4447	CAMK2A
hsa-miR-4447	C5orf51
hsa-miR-4447	RAB15
hsa-miR-4447	UBE2V1
hsa-miR-4447	PEDS1-UBE2V1
hsa-miR-4447	ZC3H12D
hsa-miR-4447	SLC10A3
hsa-miR-4447	PKM
hsa-miR-4447	ANKRD13B
hsa-miR-4447	RAB15
hsa-miR-4447	DDA1
hsa-miR-4447	CAMK2A
hsa-miR-4447	ZC3H7B
hsa-miR-4447	RPP25
hsa-miR-4447	SLC10A3
hsa-miR-4447	UBE2V1
hsa-miR-4447	UBE2Z
hsa-miR-4447	DDA1
hsa-miR-4447	E2F4
hsa-miR-4447	E2F4
hsa-miR-4447	MSN
hsa-miR-4447	MSN
hsa-miR-4447	PKM
hsa-miR-4447	PRELP
hsa-miR-4447	SUV39H1
hsa-miR-4447	B4GALT5
hsa-miR-4447	GNB2
hsa-miR-4447	SIX3
hsa-miR-4447	MTHFR
hsa-miR-4447	SFN
hsa-miR-4447	RAB15
hsa-miR-4447	CAMK2A
hsa-miR-4447	CAMK2A
hsa-miR-4447	CAMK2A
hsa-miR-4447	TXLNA
hsa-miR-4447	GDI1
hsa-miR-4447	ELN
hsa-miR-4447	UBE2V1
hsa-miR-4447	TBC1D28
hsa-miR-4447	ELN
hsa-miR-4447	ELN
hsa-miR-4447	ELN
hsa-miR-4447	ELN
hsa-miR-4447	MID1IP1
hsa-miR-4447	SLC10A3
hsa-miR-4447	SLC10A3
hsa-miR-4447	STOML3
hsa-miR-4447	CASTOR2
hsa-miR-4448	RNF157
hsa-miR-4448	POGZ
hsa-miR-4448	POGZ
hsa-miR-4448	CCDC88A
hsa-miR-4448	STK17B
hsa-miR-4448	CCDC88A
hsa-miR-4448	POGZ
hsa-miR-4448	STK17B
hsa-miR-4448	RNF157
hsa-miR-4448	RNF157
hsa-miR-4448	CCDC88A
hsa-miR-4448	CCDC88A
hsa-miR-4448	CCDC88A
hsa-miR-4450	SAMD4B
hsa-miR-4450	SLC25A23
hsa-miR-4450	SAMD4B
hsa-miR-4451	TPM3
hsa-miR-4451	TPM3
hsa-miR-4451	TPM3
hsa-miR-4451	MDM4
hsa-miR-4451	MDM4
hsa-miR-4451	RAB11FIP4
hsa-miR-4451	RAB11FIP4
hsa-miR-4451	TOR1AIP2
hsa-miR-4451	TOR1AIP2
hsa-miR-4451	GDPD1
hsa-miR-4451	TRIM13
hsa-miR-4451	RHOBTB3
hsa-miR-4451	RHOBTB3
hsa-miR-4451	UBE2Q1
hsa-miR-4451	TOR1AIP2
hsa-miR-4451	MDM4
hsa-miR-4451	TRIM13
hsa-miR-4451	MAP3K2
hsa-miR-4451	TPM3
hsa-miR-4451	ABHD5
hsa-miR-4451	MAP3K2
hsa-miR-4451	MAP3K2
hsa-miR-4451	SERPINA1
hsa-miR-4451	SERPINA1
hsa-miR-4451	SERPINA1
hsa-miR-4451	TRIM13
hsa-miR-4451	TPM3
hsa-miR-4451	TPM3
hsa-miR-4451	TPM3
hsa-miR-4451	SERPINA1
hsa-miR-4451	SERPINA1
hsa-miR-4451	TOR1AIP2
hsa-miR-4451	MDM4
hsa-miR-4451	MDM4
hsa-miR-4452	ZNF121
hsa-miR-4452	N4BP2
hsa-miR-4455	MAPK10
hsa-miR-4455	KATNAL1
hsa-miR-4455	NMNAT2
hsa-miR-4455	FAM83C
hsa-miR-4455	ZC3H4
hsa-miR-4455	GPBP1L1
hsa-miR-4455	RPH3A
hsa-miR-4455	NMNAT2
hsa-miR-4455	GPBP1L1
hsa-miR-4455	PRKCB
hsa-miR-4455	RPH3A
hsa-miR-4455	RPH3A
hsa-miR-4455	MYO5A
hsa-miR-4455	KATNAL1
hsa-miR-4455	MYO5A
hsa-miR-4455	RPH3A
hsa-miR-4456	UBE2V1
hsa-miR-4456	UBE2V1
hsa-miR-4456	IGF1R
hsa-miR-4456	YPEL4
hsa-miR-4456	UBE2V1
hsa-miR-4456	UBE2V1
hsa-miR-4456	PEDS1-UBE2V1
hsa-miR-4456	PEDS1-UBE2V1
hsa-miR-4456	UBE2V1
hsa-miR-4456	IGF1R
hsa-miR-4456	UBE2V1
hsa-miR-4457	NANOG
hsa-miR-4457	RBM23
hsa-miR-4457	PTBP1
hsa-miR-4457	PTBP1
hsa-miR-4457	SCUBE3
hsa-miR-4457	PTBP1
hsa-miR-4457	NIBAN2
hsa-miR-4457	PTBP1
hsa-miR-4457	RBM23
hsa-miR-4457	RBM23
hsa-miR-4457	DGKH
hsa-miR-4457	DGKH
hsa-miR-4458	C19orf47
hsa-miR-4458	PRORP
hsa-miR-4458	SNX17
hsa-miR-4458	ANKRD46
hsa-miR-4458	ANKRD46
hsa-miR-4458	MEF2D
hsa-miR-4458	YOD1
hsa-miR-4458	NUP155
hsa-miR-4458	MDM4
hsa-miR-4458	MDM4
hsa-miR-4458	MDM4
hsa-miR-4458	MDM4
hsa-miR-4458	NR6A1
hsa-miR-4458	SURF4
hsa-miR-4458	SURF4
hsa-miR-4458	SURF4
hsa-miR-4458	SURF4
hsa-miR-4458	SMC1A
hsa-miR-4458	USP47
hsa-miR-4458	CDV3
hsa-miR-4458	CDV3
hsa-miR-4458	FAM222B
hsa-miR-4458	FAM222B
hsa-miR-4458	FAM222B
hsa-miR-4458	FAM222B
hsa-miR-4458	FAM222B
hsa-miR-4458	FAM222B
hsa-miR-4458	FAM104A
hsa-miR-4458	FAM104A
hsa-miR-4458	FAM104A
hsa-miR-4458	FAM104A
hsa-miR-4458	IGF1R
hsa-miR-4458	SYT1
hsa-miR-4458	NKAPD1
hsa-miR-4458	NKAPD1
hsa-miR-4458	TMED4
hsa-miR-4458	TMED4
hsa-miR-4458	MIEF1
hsa-miR-4458	ARID3B
hsa-miR-4458	LIMD2
hsa-miR-4458	KREMEN1
hsa-miR-4458	ZBTB37
hsa-miR-4458	USP38
hsa-miR-4458	ZNF587
hsa-miR-4458	PPP1R15B
hsa-miR-4458	ZNF566
hsa-miR-4458	PDGFB
hsa-miR-4458	SURF4
hsa-miR-4458	NR6A1
hsa-miR-4458	CCND1
hsa-miR-4458	CDKN1A
hsa-miR-4458	ZC3HAV1L
hsa-miR-4458	GGA3
hsa-miR-4458	SMCR8
hsa-miR-4458	GRPEL2
hsa-miR-4458	NUP155
hsa-miR-4458	IFNLR1
hsa-miR-4458	IFNLR1
hsa-miR-4458	KLHDC8B
hsa-miR-4458	KLHDC8B
hsa-miR-4458	TXLNA
hsa-miR-4458	C5orf51
hsa-miR-4458	PDE12
hsa-miR-4458	NAT8L
hsa-miR-4458	NAT8L
hsa-miR-4458	TMED4
hsa-miR-4458	SLC16A9
hsa-miR-4458	E2F6
hsa-miR-4458	ANKRD46
hsa-miR-4458	NHLRC2
hsa-miR-4458	NHLRC2
hsa-miR-4458	NHLRC2
hsa-miR-4458	CELF1
hsa-miR-4458	ZNF644
hsa-miR-4458	CD59
hsa-miR-4458	CD59
hsa-miR-4458	MAPK6
hsa-miR-4458	LIMD2
hsa-miR-4458	LIMD2
hsa-miR-4458	MFSD8
hsa-miR-4458	MEF2D
hsa-miR-4458	OPA3
hsa-miR-4458	OPA3
hsa-miR-4458	ZNF566
hsa-miR-4458	ZNF566
hsa-miR-4458	MIEF1
hsa-miR-4458	MFSD8
hsa-miR-4458	USP38
hsa-miR-4458	KMT2D
hsa-miR-4458	ZBTB37
hsa-miR-4458	MFSD8
hsa-miR-4458	SOCS7
hsa-miR-4458	SLC16A9
hsa-miR-4458	ZBTB37
hsa-miR-4458	GOLGA4
hsa-miR-4458	ERO1A
hsa-miR-4458	SOCS7
hsa-miR-4458	SNX17
hsa-miR-4458	ZBTB5
hsa-miR-4458	RNF44
hsa-miR-4458	AHCYL2
hsa-miR-4458	ZNF644
hsa-miR-4458	CDV3
hsa-miR-4458	SEMA4C
hsa-miR-4458	USP47
hsa-miR-4458	FAM222B
hsa-miR-4458	FAM222B
hsa-miR-4458	NKAPD1
hsa-miR-4458	TXLNG
hsa-miR-4458	YOD1
hsa-miR-4458	PDP2
hsa-miR-4458	CEP135
hsa-miR-4458	OPA3
hsa-miR-4458	OPA3
hsa-miR-4458	FMO4
hsa-miR-4458	GOLGA4
hsa-miR-4458	PDGFB
hsa-miR-4458	PLCG2
hsa-miR-4458	PPP2R2A
hsa-miR-4458	MAPK6
hsa-miR-4458	STRN
hsa-miR-4458	STRN
hsa-miR-4458	THBS1
hsa-miR-4458	KMT2D
hsa-miR-4458	HMGA2
hsa-miR-4458	SOCS1
hsa-miR-4458	PEX11B
hsa-miR-4458	MBD2
hsa-miR-4458	STX3
hsa-miR-4458	DVL3
hsa-miR-4458	DVL3
hsa-miR-4458	HAND1
hsa-miR-4458	ONECUT2
hsa-miR-4458	GNG5
hsa-miR-4458	SMC1A
hsa-miR-4458	IGF2BP1
hsa-miR-4458	CBX5
hsa-miR-4458	GGA3
hsa-miR-4458	HMGA2
hsa-miR-4458	USP47
hsa-miR-4458	MTUS1
hsa-miR-4458	MTUS1
hsa-miR-4458	ZBTB37
hsa-miR-4458	CELF1
hsa-miR-4458	TXLNA
hsa-miR-4458	NR6A1
hsa-miR-4458	POLR3D
hsa-miR-4458	CDKN1A
hsa-miR-4458	CD59
hsa-miR-4458	IGF1R
hsa-miR-4458	MTUS1
hsa-miR-4458	MTUS1
hsa-miR-4458	MTUS1
hsa-miR-4458	ACER2
hsa-miR-4458	NAA30
hsa-miR-4458	KCTD21
hsa-miR-4458	KREMEN1
hsa-miR-4458	PEG10
hsa-miR-4458	FAM222B
hsa-miR-4458	NKAPD1
hsa-miR-4458	FAM104A
hsa-miR-4458	CD59
hsa-miR-4458	CD59
hsa-miR-4458	CD59
hsa-miR-4458	CBX5
hsa-miR-4458	CBX5
hsa-miR-4458	SMARCAD1
hsa-miR-4458	SMARCAD1
hsa-miR-4458	AHCYL2
hsa-miR-4458	AHCYL2
hsa-miR-4458	AHCYL2
hsa-miR-4458	CDV3
hsa-miR-4458	SYT1
hsa-miR-4458	SYT1
hsa-miR-4458	LRIG3
hsa-miR-4458	ATXN7L3B
hsa-miR-4458	ATXN7L3B
hsa-miR-4458	ZNF566
hsa-miR-4458	ZNF566
hsa-miR-4458	ZNF566
hsa-miR-4458	POTEM
hsa-miR-4458	IGF2BP1
hsa-miR-4458	CELF1
hsa-miR-4458	GOLGA4
hsa-miR-4458	PPP2R2A
hsa-miR-4458	PEX11B
hsa-miR-4458	PEG10
hsa-miR-4458	BZW1
hsa-miR-4458	BZW1
hsa-miR-4458	CDKN1A
hsa-miR-4458	CDKN1A
hsa-miR-4463	JADE2
hsa-miR-4463	JADE2
hsa-miR-4463	JADE2
hsa-miR-4463	CRK
hsa-miR-4463	GNL3L
hsa-miR-4463	INIP
hsa-miR-4463	KLRD1
hsa-miR-4463	FXR1
hsa-miR-4463	CRK
hsa-miR-4463	KLRD1
hsa-miR-4463	INIP
hsa-miR-4463	KLRD1
hsa-miR-4463	FXR1
hsa-miR-4463	FXR1
hsa-miR-4463	JADE2
hsa-miR-4463	JADE2
hsa-miR-4463	JADE2
hsa-miR-4463	JADE2
hsa-miR-4463	JADE2
hsa-miR-4463	JADE2
hsa-miR-4463	CAV1
hsa-miR-4463	CAV1
hsa-miR-4463	FXR1
hsa-miR-4463	FXR1
hsa-miR-4463	FXR1
hsa-miR-4463	FXR1
hsa-miR-4463	KLRD1
hsa-miR-4463	CAV1
hsa-miR-4463	CAV1
hsa-miR-4463	GNL3L
hsa-miR-4464	MLX
hsa-miR-4465	ZNF451
hsa-miR-4465	TBC1D13
hsa-miR-4465	TBC1D13
hsa-miR-4465	FAM177A1
hsa-miR-4465	ZBTB45
hsa-miR-4465	ZBTB45
hsa-miR-4465	PHAX
hsa-miR-4465	FAXC
hsa-miR-4465	ZBTB45
hsa-miR-4465	ZNF664
hsa-miR-4465	CREBRF
hsa-miR-4465	UBR3
hsa-miR-4465	UBN2
hsa-miR-4465	FAM177A1
hsa-miR-4465	TUB
hsa-miR-4465	ZNF451
hsa-miR-4465	TBC1D13
hsa-miR-4465	TBC1D13
hsa-miR-4465	AGPAT5
hsa-miR-4465	AKIRIN1
hsa-miR-4465	AKIRIN1
hsa-miR-4465	EDEM3
hsa-miR-4465	MAD2L1
hsa-miR-4465	MAPK6
hsa-miR-4465	TUB
hsa-miR-4465	CCND2
hsa-miR-4465	CCND2
hsa-miR-4465	ARMH4
hsa-miR-4465	ZNF451
hsa-miR-4465	FAM177A1
hsa-miR-4465	AKIRIN1
hsa-miR-4465	AKIRIN1
hsa-miR-4467	BRSK2
hsa-miR-4467	BRSK2
hsa-miR-4467	BRSK2
hsa-miR-4467	SLC9A3
hsa-miR-4467	TSPAN10
hsa-miR-4467	PIAS4
hsa-miR-4467	SLC9A3
hsa-miR-4467	TFAP2A
hsa-miR-4468	CNIH4
hsa-miR-4468	CNIH4
hsa-miR-4468	BCL2L1
hsa-miR-4468	BCL2L1
hsa-miR-4468	LUZP1
hsa-miR-4468	MLX
hsa-miR-4468	MLX
hsa-miR-4468	MLX
hsa-miR-4468	RBPJ
hsa-miR-4468	RBPJ
hsa-miR-4468	CAMSAP1
hsa-miR-4468	CAMSAP1
hsa-miR-4468	RBPJ
hsa-miR-4468	BCL2L1
hsa-miR-4468	RBPJ
hsa-miR-4468	BCL2L1
hsa-miR-4468	MECP2
hsa-miR-4468	SCD
hsa-miR-4468	CNIH4
hsa-miR-4468	BCL2L1
hsa-miR-4468	BCL2L1
hsa-miR-4468	RBPJ
hsa-miR-4468	RBPJ
hsa-miR-4468	RBPJ
hsa-miR-4468	GDI1
hsa-miR-4468	COL1A1
hsa-miR-4468	MECP2
hsa-miR-4468	LUZP1
hsa-miR-4469	TMEM132B
hsa-miR-4469	TMEM132B
hsa-miR-4469	URM1
hsa-miR-4469	URM1
hsa-miR-4469	MED8
hsa-miR-4469	TMEM132B
hsa-miR-4469	FAM210B
hsa-miR-4469	PELI3
hsa-miR-4469	POU2F1
hsa-miR-4469	TECPR2
hsa-miR-4469	ZDHHC5
hsa-miR-4469	POU2F1
hsa-miR-4469	EMX2
hsa-miR-4469	EMX2
hsa-miR-4469	POU2F1
hsa-miR-4469	ZNF483
hsa-miR-4469	AREL1
hsa-miR-4469	PELI3
hsa-miR-4469	EMX2
hsa-miR-4469	EMX2
hsa-miR-4469	POU2F1
hsa-miR-4469	POU2F1
hsa-miR-4469	PELI3
hsa-miR-4470	LRRC55
hsa-miR-4471	ABI2
hsa-miR-4471	ABI2
hsa-miR-4471	MCFD2
